,Sender,Metabolite,Metabolite_Name,Receiver,Sensor,Commu_Score,metabolite_prop_in_sender,sensor_prop_in_receiver,ztest_stat,ztest_pval,ttest_stat,ttest_pval,ranksum_test_stat,ranksum_test_pval,permutation_test_stat,permutation_test_pval,ztest_fdr,ttest_fdr,ranksum_test_fdr,permutation_test_fdr
13,Oligo,HMDB0000097,Choline,Astrocyte,SLC22A5,0.0009689880285125504,0.2823529411764706,0.10227272727272728,34.983040305646895,1.0,1.1057081525013768,1.0,1.5053795749480126,1.0,935,1.0,1.0,1.0,1.0,1.0
11,Oligo,HMDB0000097,Choline,Neuron,SLC22A5,0.0008198603705152304,0.2823529411764706,0.14285714285714285,20.959250292234966,1.0,0.66245854322445,1.0,0.5398602613606666,1.0,656,1.0,1.0,1.0,1.0,1.0
9,Oligo,HMDB0000097,Choline,OPC,SLC22A5,0.000565423161875827,0.2823529411764706,0.054187192118226604,49.55432663138315,1.0,1.5662624651634944,1.0,1.5953562851747902,1.0,961,1.0,1.0,1.0,1.0,1.0
7,Oligo,HMDB0000097,Choline,Neoplastic,SLC22A5,0.0004618796671063453,0.2823529411764706,0.05316223648029331,54.811610776842606,1.0,1.7324293245577147,1.0,1.5953562851747902,1.0,961,1.0,1.0,1.0,1.0,1.0
8,Oligo,HMDB0000097,Choline,Oligo,SLC22A5,0.0002110042020401434,0.2823529411764706,0.023529411764705882,33.20894007888762,1.0,1.0496342073284175,1.0,1.5572892154634612,1.0,950,1.0,1.0,1.0,1.0,1.0
12,Oligo,HMDB0000097,Choline,Vascular,SLC22A5,0.00011117118900645594,0.2823529411764706,0.0196078431372549,28.774778448841005,1.0,0.9094837623981081,1.0,1.3842570804119656,1.0,900,1.0,1.0,1.0,1.0,1.0
5,Neoplastic,HMDB0000097,Choline,Vascular,SLC22A5,0.012335321126848589,0.39321723189734187,0.0196078431372549,26.352642486307932,1.0,0.8329273665891578,1.0,0.8928458168657177,1.0,758,1.0,1.0,1.0,1.0,1.0
10,Oligo,HMDB0000097,Choline,Myeloid,SLC22A5,0.00010251024269256555,0.2823529411764706,0.008662696264212236,56.33321061990493,1.0,1.7805224958950059,1.0,1.60573821327788,1.0,964,1.0,1.0,1.0,1.0,1.0
47,Astrocyte,HMDB0000097,Choline,Vascular,SLC22A5,-0.0654432427342648,0.13636363636363635,0.0196078431372549,71.76693054421376,1.0,2.26833572752475,1.0,1.7303213505149568,1.0,1000,1.0,1.0,1.0,1.0,1.0
43,Astrocyte,HMDB0000097,Choline,Oligo,SLC22A5,-0.12421203133179633,0.13636363636363635,0.023529411764705882,128.79244516852197,1.0,4.070739860206897,1.0,1.7303213505149568,1.0,1000,1.0,1.0,1.0,1.0,1.0
24,Myeloid,HMDB0000097,Choline,Myeloid,SLC22A2,2.347854289752734e-05,0.5018949648077964,0.0,43.7488826271996,1.0,1.3827699296882459,1.0,1.60573821327788,1.0,964,1.0,1.0,1.0,1.0,1.0
38,Vascular,HMDB0000097,Choline,Myeloid,SLC22A2,2.6947332787228494e-05,0.5294117647058824,0.0,27.271569741568804,1.0,0.8619718792678813,1.0,1.245831372370769,1.0,860,1.0,1.0,1.0,1.0,1.0
31,Neuron,HMDB0000097,Choline,Myeloid,SLC22A2,4.578183487710513e-05,0.7142857142857143,0.0,20.4608316615917,1.0,0.6467050369984096,1.0,0.9066883876698374,1.0,762,1.0,1.0,1.0,1.0,1.0
44,Astrocyte,HMDB0000216,Norepinephrine,OPC,SLC22A3,-0.7157042653702167,0.0,0.046798029556650245,779.2413954183161,1.0,24.6294649107871,1.0,1.7303213505149568,1.0,1000,1.0,1.0,1.0,1.0,1.0
16,OPC,HMDB0000216,Norepinephrine,OPC,SLC22A3,-0.44014554929548383,0.0024630541871921183,0.046798029556650245,469.1399568372188,1.0,14.828095854645428,1.0,1.7303213505149568,1.0,1000,1.0,1.0,1.0,1.0,1.0
1,Neoplastic,HMDB0000097,Choline,Oligo,SLC22A5,0.023412582113594725,0.39321723189734187,0.023529411764705882,22.45617565794492,1.0,0.7097718289220467,1.0,0.7786446077317306,1.0,725,1.0,1.0,1.0,1.0,1.0
31,Neuron,HMDB0000296,Uridine,Myeloid,SLC29A1,-1.3870882959750455,0.19047619047619047,0.26204656199242016,112.8656215626924,1.0,3.5673411118261136,1.0,1.7303213505149568,1.0,1000,1.0,1.0,1.0,1.0,1.0
19,OPC,HMDB0000097,Choline,Vascular,SLC22A5,0.013469598246693025,0.45566502463054187,0.0196078431372549,23.585033732484586,1.0,0.7454516201903326,1.0,0.8167116774430596,1.0,736,1.0,1.0,1.0,1.0,1.0
45,Astrocyte,HMDB0000097,Choline,Myeloid,SLC22A5,-0.060344795762581796,0.13636363636363635,0.008662696264212236,135.61714750529606,1.0,4.286448070420638,1.0,1.7303213505149568,1.0,1000,1.0,1.0,1.0,1.0,1.0
8,Oligo,HMDB0000259,Serotonin,Oligo,SLC22A1,-0.0004687641461689193,0.0,0.0,-12.727230467500071,1.0,-0.4022692814497076,1.0,0.3426036274019615,1.0,599,1.0,1.0,1.0,1.0,1.0
48,Astrocyte,HMDB0000097,Choline,Astrocyte,SLC22A5,-0.5704150447906154,0.13636363636363635,0.10227272727272728,460.0855401597116,1.0,14.541913114409212,1.0,1.7303213505149568,1.0,1000,1.0,1.0,1.0,1.0,1.0
46,Astrocyte,HMDB0000097,Choline,Neuron,SLC22A5,-0.4826279336880771,0.13636363636363635,0.14285714285714285,222.10114326524416,1.0,7.019945740639808,1.0,1.7303213505149568,1.0,1000,1.0,1.0,1.0,1.0,1.0
44,Astrocyte,HMDB0000097,Choline,OPC,SLC22A5,-0.33284815572195053,0.13636363636363635,0.054187192118226604,414.9167856024247,1.0,13.114265325195646,1.0,1.7303213505149568,1.0,1000,1.0,1.0,1.0,1.0,1.0
42,Astrocyte,HMDB0000097,Choline,Neoplastic,SLC22A5,-0.2718951145400328,0.13636363636363635,0.05316223648029331,387.9337699450511,1.0,12.261413768248085,1.0,1.7303213505149568,1.0,1000,1.0,1.0,1.0,1.0,1.0
17,OPC,HMDB0000097,Choline,Myeloid,SLC22A5,0.012420230435420395,0.45566502463054187,0.008662696264212236,90.01385999395471,1.0,2.84506600809557,1.0,1.7303213505149568,1.0,1000,1.0,1.0,1.0,1.0,1.0
33,Neuron,HMDB0000296,Uridine,Vascular,SLC29A1,-1.3681297671999075,0.19047619047619047,0.19607843137254902,86.87391393591984,1.0,2.7458218050631853,1.0,1.6749510672984782,1.0,984,1.0,1.0,1.0,1.0,1.0
4,Neoplastic,HMDB0000296,Uridine,Neuron,SLC29A1,-1.088075210718208,0.1622364802933089,0.38095238095238093,68.60813758479775,1.0,2.168495830912721,1.0,1.6334233548861192,1.0,972,1.0,1.0,1.0,1.0,1.0
3,Neoplastic,HMDB0000296,Uridine,Myeloid,SLC29A1,-1.078861061374168,0.1622364802933089,0.26204656199242016,497.7913140257011,1.0,15.733678644098408,1.0,1.7303213505149568,1.0,1000,1.0,1.0,1.0,1.0,1.0
21,Myeloid,HMDB0000305,Vitamin A,Neoplastic,RBP1,-0.1738480844447271,0.047644829453167295,0.34922089825847846,111.74606316084838,1.0,3.531955255099403,1.0,1.7303213505149568,1.0,1000,1.0,1.0,1.0,1.0,1.0
23,Myeloid,HMDB0000305,Vitamin A,OPC,RBP1,-0.17225842227390073,0.047644829453167295,0.3866995073891626,106.58380099531298,1.0,3.3687917532450338,1.0,1.7234000651128971,1.0,998,1.0,1.0,1.0,1.0,1.0
13,Oligo,HMDB0000305,Vitamin A,Astrocyte,RBP1,-0.170567015438369,0.10588235294117647,0.36363636363636365,15.756182678598599,1.0,0.49800530450794644,1.0,0.6679040412987733,1.0,693,1.0,1.0,1.0,1.0,1.0
27,Myeloid,HMDB0000305,Vitamin A,Astrocyte,RBP1,-0.16401157742950007,0.047644829453167295,0.36363636363636365,76.2303822445735,1.0,2.4094119430355923,1.0,1.6749510672984782,1.0,984,1.0,1.0,1.0,1.0,1.0
5,Neoplastic,HMDB0000305,Vitamin A,Vascular,RBP1,-0.14720941976123345,0.08707607699358387,0.5882352941176471,43.82781883016563,1.0,1.3852648644447587,1.0,1.4154028647212347,1.0,909,1.0,1.0,1.0,1.0,1.0
18,OPC,HMDB0000305,Vitamin A,Neuron,RBP1,-0.10033410204346346,0.07142857142857142,0.14285714285714285,7.947104939500669,1.0,0.25118396353250744,1.0,0.5710060456699357,1.0,665,1.0,1.0,1.0,1.0,1.0
22,Myeloid,HMDB0000305,Vitamin A,Oligo,RBP1,-0.17748104011634805,0.047644829453167295,0.32941176470588235,93.90587951648214,1.0,2.968080979869148,1.0,1.6991755662056878,1.0,991,1.0,1.0,1.0,1.0,1.0
46,Astrocyte,HMDB0000220,Palmitic acid,Neuron,SLC27A5,-1.02402345939728,0.09090909090909091,0.19047619047619047,231.30378776923945,1.0,7.310813514387797,1.0,1.7303213505149568,1.0,1000,1.0,1.0,1.0,1.0,1.0
42,Astrocyte,HMDB0000220,Palmitic acid,Neoplastic,SLC27A5,-0.5613399494482757,0.09090909090909091,0.09899175068744272,425.6962781051469,1.0,13.454972497469734,1.0,1.7303213505149568,1.0,1000,1.0,1.0,1.0,1.0,1.0
21,Myeloid,HMDB0000220,Palmitic acid,Neoplastic,SLC27A5,-0.43120445517747835,0.10178668110449378,0.09899175068744272,671.3508459020657,1.0,21.219370787014928,1.0,1.7303213505149568,1.0,1000,1.0,1.0,1.0,1.0,1.0
48,Astrocyte,HMDB0000220,Palmitic acid,Astrocyte,SLC27A5,-0.4272061916393696,0.09090909090909091,0.06818181818181818,161.04840686540305,1.0,5.090253301674603,1.0,1.7303213505149568,1.0,1000,1.0,1.0,1.0,1.0,1.0
44,Astrocyte,HMDB0000220,Palmitic acid,OPC,SLC27A5,-0.3708442955199019,0.09090909090909091,0.06403940886699508,206.0232243171673,1.0,6.5117713252424325,1.0,1.7303213505149568,1.0,1000,1.0,1.0,1.0,1.0,1.0
27,Myeloid,HMDB0000220,Palmitic acid,Astrocyte,SLC27A5,-0.3281669392947312,0.10178668110449378,0.06818181818181818,119.86556225009997,1.0,3.7885880765687197,1.0,1.7303213505149568,1.0,1000,1.0,1.0,1.0,1.0,1.0
23,Myeloid,HMDB0000220,Palmitic acid,OPC,SLC27A5,-0.28487142695349854,0.10178668110449378,0.06403940886699508,214.8813798005963,1.0,6.791750842419255,1.0,1.7303213505149568,1.0,1000,1.0,1.0,1.0,1.0,1.0
25,Myeloid,HMDB0000220,Palmitic acid,Neuron,SLC27A5,-0.78662400267852,0.10178668110449378,0.19047619047619047,180.4517873910103,1.0,5.703535504873713,1.0,1.7303213505149568,1.0,1000,1.0,1.0,1.0,1.0,1.0
3,Neoplastic,HMDB0000097,Choline,Myeloid,SLC22A2,1.1397975457322917e-05,0.39321723189734187,0.0,43.894306835549635,1.0,1.3873663493058324,1.0,1.6472659256902389,1.0,976,1.0,1.0,1.0,1.0,1.0
9,Oligo,HMDB0000305,Vitamin A,OPC,RBP1,-0.17914348140460454,0.10588235294117647,0.3866995073891626,18.902207429750064,1.0,0.5974416366542346,1.0,0.7440381807214315,1.0,715,1.0,1.0,1.0,1.0,1.0
11,Oligo,HMDB0000220,Palmitic acid,Neuron,SLC27A5,-0.24851534353406424,0.17647058823529413,0.19047619047619047,31.917575608233307,1.0,1.008818080125699,1.0,1.20084301725738,1.0,847,1.0,1.0,1.0,1.0,1.0
5,Neoplastic,HMDB0000296,Uridine,Vascular,SLC29A1,-1.0641153393204323,0.1622364802933089,0.19607843137254902,102.51559669014202,1.0,3.240208113087759,1.0,1.7234000651128971,1.0,998,1.0,1.0,1.0,1.0,1.0
25,Myeloid,HMDB0000296,Uridine,Neuron,SLC29A1,-0.7770315537586919,0.13156469951272334,0.38095238095238093,31.51247462434525,1.0,0.9960140626201353,1.0,1.1489333767419314,1.0,832,1.0,1.0,1.0,1.0,1.0
24,Myeloid,HMDB0000296,Uridine,Myeloid,SLC29A1,-0.7704514159972242,0.13156469951272334,0.26204656199242016,289.3556795206246,1.0,9.14565832538247,1.0,1.7303213505149568,1.0,1000,1.0,1.0,1.0,1.0,1.0
26,Myeloid,HMDB0000296,Uridine,Vascular,SLC29A1,-0.7599209938298584,0.13156469951272334,0.19607843137254902,48.098038662390195,1.0,1.5202336047317953,1.0,1.443088006329474,1.0,917,1.0,1.0,1.0,1.0,1.0
39,Vascular,HMDB0000296,Uridine,Neuron,SLC29A1,-0.6445727851037,0.13725490196078433,0.38095238095238093,13.104740042269968,1.0,0.4142012179201647,1.0,0.7336562526183417,1.0,712,1.0,1.0,1.0,1.0,1.0
38,Vascular,HMDB0000296,Uridine,Myeloid,SLC29A1,-0.639114348180825,0.13725490196078433,0.26204656199242016,24.67265956330002,1.0,0.7798281848770098,1.0,1.0105076687007348,1.0,792,1.0,1.0,1.0,1.0,1.0
7,Oligo,HMDB0000305,Vitamin A,Neoplastic,RBP1,-0.18079668135720964,0.10588235294117647,0.34922089825847846,18.939247725424686,1.0,0.5986123684299939,1.0,0.7198136818142221,1.0,708,1.0,1.0,1.0,1.0,1.0
40,Vascular,HMDB0000296,Uridine,Vascular,SLC29A1,-0.6303790226822616,0.13725490196078433,0.19607843137254902,15.426066798794073,1.0,0.48757133946714626,1.0,0.80286910663894,1.0,732,1.0,1.0,1.0,1.0,1.0
2,Neoplastic,HMDB0000296,Uridine,OPC,SLC29A2,-0.35910345598673543,0.1622364802933089,0.09113300492610837,356.100460197315,1.0,11.255259077242231,1.0,1.7303213505149568,1.0,1000,1.0,1.0,1.0,1.0,1.0
32,Neuron,HMDB0000296,Uridine,Neuron,SLC29A2,-0.3318263771591804,0.19047619047619047,0.09523809523809523,57.185447011429524,1.0,1.8074591119733687,1.0,1.529604073855222,1.0,942,1.0,1.0,1.0,1.0,1.0
28,Neuron,HMDB0000296,Uridine,Neoplastic,SLC29A2,-0.27955490911750913,0.19047619047619047,0.07241063244729606,124.52527858110764,1.0,3.935867623758542,1.0,1.7303213505149568,1.0,1000,1.0,1.0,1.0,1.0,1.0
7,Oligo,HMDB0000220,Palmitic acid,Neoplastic,SLC27A5,-0.13622890090686046,0.17647058823529413,0.09899175068744272,17.585365522178424,1.0,0.5558202446872712,1.0,0.7959478212368801,1.0,730,1.0,1.0,1.0,1.0,1.0
43,Astrocyte,HMDB0000220,Palmitic acid,Oligo,SLC27A5,-0.16471299883108503,0.09090909090909091,0.023529411764705882,25.40991336818106,1.0,0.8031305489767939,1.0,1.0901024508244228,1.0,815,1.0,1.0,1.0,1.0,1.0
45,Astrocyte,HMDB0000660,D-Fructose,Myeloid,SLC2A8,-0.04267801442712464,0.26136363636363635,0.08825121819166215,14.06305768131154,1.0,0.4444907415555097,1.0,0.6263763288864144,1.0,681,1.0,1.0,1.0,1.0,1.0
30,Neuron,HMDB0000296,Uridine,OPC,SLC29A2,-0.4616981914324906,0.19047619047619047,0.09113300492610837,227.9257334794876,1.0,7.204043429937246,1.0,1.7303213505149568,1.0,1000,1.0,1.0,1.0,1.0,1.0
33,Neuron,HMDB0000034,Adenine,Vascular,SLC29A2,0.03564468610242814,0.8095238095238095,0.0,31.605617099470795,1.0,0.9989580146949308,1.0,1.2596739431748887,1.0,864,1.0,1.0,1.0,1.0,1.0
21,Myeloid,HMDB0000305,Vitamin A,Neoplastic,RBP2,-0.0009548248876277087,0.047644829453167295,0.00458295142071494,12.585914274537098,1.0,0.3978027037802308,1.0,0.6713646839998033,1.0,694,1.0,1.0,1.0,1.0,1.0
23,Myeloid,HMDB0000305,Vitamin A,OPC,RBP2,-0.002000708405785342,0.047644829453167295,0.0049261083743842365,52.06191230613864,1.0,1.6455196680666189,1.0,1.488076361442863,1.0,930,1.0,1.0,1.0,1.0,1.0
38,Vascular,HMDB0000187,L-Serine,Myeloid,SLC1A5,-0.4792984414195904,0.058823529411764705,0.19003789929615592,159.90527646803824,1.0,5.054122405426162,1.0,1.7303213505149568,1.0,1000,1.0,1.0,1.0,1.0,1.0
31,Neuron,HMDB0000187,L-Serine,Myeloid,SLC1A5,-0.9516638086603109,0.14285714285714285,0.19003789929615592,161.2576114906728,1.0,5.096865627466778,1.0,1.7303213505149568,1.0,1000,1.0,1.0,1.0,1.0,1.0
47,Astrocyte,HMDB0000187,L-Serine,Vascular,SLC6A9,0.07524484989777487,0.8181818181818182,0.0196078431372549,37.19269130345644,1.0,1.17554854090428,1.0,1.443088006329474,1.0,917,1.0,1.0,1.0,1.0,1.0
26,Myeloid,HMDB0000187,L-Serine,Vascular,SLC1A5,-0.2103995654427696,0.08825121819166215,0.11764705882352941,123.27769391713413,1.0,3.8964352439013656,1.0,1.7303213505149568,1.0,1000,1.0,1.0,1.0,1.0,1.0
36,Vascular,HMDB0000187,L-Serine,Oligo,SLC1A5,-0.003285128414580797,0.058823529411764705,0.0,52.93655269856701,1.0,1.6731644068876461,1.0,1.6541872110922988,1.0,978,1.0,1.0,1.0,1.0,1.0
22,Myeloid,HMDB0000187,L-Serine,Oligo,SLC1A5,-0.0032703803848267996,0.08825121819166215,0.0,102.88244334343722,1.0,3.251803026843751,1.0,1.7303213505149568,1.0,1000,1.0,1.0,1.0,1.0,1.0
25,Myeloid,HMDB0000187,L-Serine,Neuron,SLC1A5,-0.0,0.08825121819166215,0.0,46.02717644246617,1.0,1.4547799100479888,1.0,1.7009058875562026,1.0,983,1.0,1.0,1.0,1.0,1.0
20,OPC,HMDB0000187,L-Serine,Astrocyte,SLC1A5,0.10689875117695162,0.7142857142857143,0.022727272727272728,58.17220574208652,1.0,1.8386475725390223,1.0,1.6784117099995082,1.0,985,1.0,1.0,1.0,1.0,1.0
6,Neoplastic,HMDB0000187,L-Serine,Astrocyte,SLC1A5,0.09608175520895298,0.5820348304307974,0.022727272727272728,67.0851686129212,1.0,2.120359385552404,1.0,1.7095574943087775,1.0,994,1.0,1.0,1.0,1.0,1.0
13,Oligo,HMDB0000187,L-Serine,Astrocyte,SLC1A5,0.09483785266769705,0.5882352941176471,0.022727272727272728,42.06946986507107,1.0,1.3296887690379346,1.0,1.529604073855222,1.0,942,1.0,1.0,1.0,1.0,1.0
44,Astrocyte,HMDB0000187,L-Serine,OPC,SLC1A5,0.024893089632953534,0.8181818181818182,0.0024630541871921183,66.51190763624419,1.0,2.102240339012005,1.0,1.6991755662056878,1.0,991,1.0,1.0,1.0,1.0,1.0
16,OPC,HMDB0000187,L-Serine,OPC,SLC1A5,0.01763213822913521,0.7142857142857143,0.0024630541871921183,142.54368586529566,1.0,4.505375009484561,1.0,1.7303213505149568,1.0,1000,1.0,1.0,1.0,1.0,1.0
43,Astrocyte,HMDB0000187,L-Serine,Oligo,SLC1A5,0.017133925229637897,0.8181818181818182,0.0,56.4045073696425,1.0,1.7827759706285609,1.0,1.7026362089067175,1.0,992,1.0,1.0,1.0,1.0,1.0
2,Neoplastic,HMDB0000187,L-Serine,OPC,SLC1A5,0.015847956786116887,0.5820348304307974,0.0024630541871921183,172.5519845354598,1.0,5.453846617223608,1.0,1.7303213505149568,1.0,1000,1.0,1.0,1.0,1.0,1.0
9,Oligo,HMDB0000187,L-Serine,OPC,SLC1A5,0.015642784496361212,0.5882352941176471,0.0024630541871921183,71.41962131290269,1.0,2.257358332617264,1.0,1.7234000651128971,1.0,998,1.0,1.0,1.0,1.0,1.0
15,OPC,HMDB0000187,L-Serine,Oligo,SLC1A5,0.012136208984549335,0.7142857142857143,0.0,84.7322863974048,1.0,2.6781314325778847,1.0,1.7303213505149568,1.0,1000,1.0,1.0,1.0,1.0,1.0
1,Neoplastic,HMDB0000187,L-Serine,Oligo,SLC1A5,0.010908156063375796,0.5820348304307974,0.0,94.4765034445435,1.0,2.986116677274439,1.0,1.7303213505149568,1.0,1000,1.0,1.0,1.0,1.0,1.0
28,Neuron,HMDB0000187,L-Serine,Neoplastic,SLC6A9,-1.2946030652367262,0.14285714285714285,0.29514207149404215,234.6843209755559,1.0,7.417661949897338,1.0,1.7303213505149568,1.0,1000,1.0,1.0,1.0,1.0,1.0
29,Neuron,HMDB0000187,L-Serine,Oligo,SLC6A9,-0.7829064617099943,0.14285714285714285,0.18823529411764706,140.32130311505642,1.0,4.435132208874652,1.0,1.7303213505149568,1.0,1000,1.0,1.0,1.0,1.0,1.0
35,Vascular,HMDB0000187,L-Serine,Neoplastic,SLC6A9,-0.6520172625861307,0.058823529411764705,0.29514207149404215,220.3036904434888,1.0,6.963133690532469,1.0,1.7303213505149568,1.0,1000,1.0,1.0,1.0,1.0,1.0
45,Astrocyte,HMDB0000187,L-Serine,Myeloid,SLC6A9,0.0034040437487196542,0.8181818181818182,0.0005414185165132648,75.73898918219734,1.0,2.3938804937846183,1.0,1.7060968516077475,1.0,993,1.0,1.0,1.0,1.0,1.0
12,Oligo,HMDB0000187,L-Serine,Vascular,SLC6A9,0.047283763838369526,0.5882352941176471,0.0196078431372549,43.12048403802076,1.0,1.3629081498942457,1.0,1.6091988559789099,1.0,965,1.0,1.0,1.0,1.0,1.0
5,Neoplastic,HMDB0000187,L-Serine,Vascular,SLC6A9,0.0479039423045014,0.5820348304307974,0.0196078431372549,57.30136688338087,1.0,1.8111229887071707,1.0,1.6887936381025979,1.0,988,1.0,1.0,1.0,1.0,1.0
24,Myeloid,HMDB0000187,L-Serine,Myeloid,SLC1A5,-0.47714671193354447,0.08825121819166215,0.19003789929615592,1077.2657792891605,1.0,34.04911477572466,1.0,1.7303213505149568,1.0,1000,1.0,1.0,1.0,1.0,1.0
19,OPC,HMDB0000187,L-Serine,Vascular,SLC6A9,0.05329702395285524,0.7142857142857143,0.0196078431372549,52.2887801196843,1.0,1.6526902738454752,1.0,1.6784117099995082,1.0,985,1.0,1.0,1.0,1.0,1.0
4,Neoplastic,HMDB0000187,L-Serine,Neuron,SLC1A5,0.0,0.5820348304307974,0.0,45.986670951756004,1.0,1.4534996539322245,1.0,1.7009058875562026,1.0,983,1.0,1.0,1.0,1.0,1.0
11,Oligo,HMDB0000187,L-Serine,Neuron,SLC1A5,0.0,0.5882352941176471,0.0,38.77193443033288,1.0,1.2254636421908647,1.0,1.6974452448551727,1.0,982,1.0,1.0,1.0,1.0,1.0
32,Neuron,HMDB0000187,L-Serine,Neuron,SLC1A5,-0.0,0.14285714285714285,0.0,27.036337675382903,1.0,0.8545369047476845,1.0,1.3340777612470318,1.0,877,1.0,1.0,1.0,1.0,1.0
39,Vascular,HMDB0000187,L-Serine,Neuron,SLC1A5,-0.0,0.058823529411764705,0.0,35.460044567999745,1.0,1.1207848152800635,1.0,1.6247717481335444,1.0,961,1.0,1.0,1.0,1.0,1.0
46,Astrocyte,HMDB0000187,L-Serine,Neuron,SLC1A5,0.0,0.8181818181818182,0.0,36.66017997789597,1.0,1.1587174676520082,1.0,1.6766813886489933,1.0,976,1.0,1.0,1.0,1.0,1.0
8,Oligo,HMDB0000187,L-Serine,Oligo,SLC1A5,0.010766935880437409,0.5882352941176471,0.0,62.27448346438085,1.0,1.968308170409741,1.0,1.7268607078139269,1.0,999,1.0,1.0,1.0,1.0,1.0
18,OPC,HMDB0000187,L-Serine,Neuron,SLC1A5,0.0,0.7142857142857143,0.0,43.98560909421672,1.0,1.390252137701237,1.0,1.7009058875562026,1.0,983,1.0,1.0,1.0,1.0,1.0
37,Vascular,HMDB0000187,L-Serine,OPC,SLC6A14,-0.0,0.058823529411764705,0.0,13.743647352460927,1.0,0.43439514661814643,1.0,1.0451140957110339,1.0,620,1.0,1.0,1.0,1.0,1.0
33,Neuron,HMDB0000187,L-Serine,Vascular,SLC1A5,-0.4196395925654577,0.14285714285714285,0.11764705882352941,78.03068029038656,1.0,2.46631392207446,1.0,1.7268607078139269,1.0,999,1.0,1.0,1.0,1.0,1.0
40,Vascular,HMDB0000187,L-Serine,Vascular,SLC1A5,-0.2113483783288102,0.058823529411764705,0.11764705882352941,80.21510092352474,1.0,2.535356854919928,1.0,1.7268607078139269,1.0,999,1.0,1.0,1.0,1.0,1.0
24,Myeloid,HMDB0000187,L-Serine,Myeloid,SLC36A1,-0.17750283163610522,0.08825121819166215,0.0768814293448836,756.9884760576767,1.0,23.926117398991707,1.0,1.7303213505149568,1.0,1000,1.0,1.0,1.0,1.0,1.0
26,Myeloid,HMDB0000187,L-Serine,Vascular,SLC12A4,-0.5895756945487437,0.08825121819166215,0.21568627450980393,249.17314130922165,1.0,7.875609761839686,1.0,1.7303213505149568,1.0,1000,1.0,1.0,1.0,1.0,1.0
40,Vascular,HMDB0000187,L-Serine,Vascular,SLC12A4,-0.5922344311060506,0.058823529411764705,0.21568627450980393,155.5518934764232,1.0,4.916525129067861,1.0,1.7303213505149568,1.0,1000,1.0,1.0,1.0,1.0,1.0
28,Neuron,HMDB0000187,L-Serine,Neoplastic,SLC12A4,-0.6395327646222763,0.14285714285714285,0.1686526122823098,155.77537818439745,1.0,4.923588805106524,1.0,1.7303213505149568,1.0,1000,1.0,1.0,1.0,1.0,1.0
34,Neuron,HMDB0000187,L-Serine,Astrocyte,SLC12A4,-0.8831289437662648,0.14285714285714285,0.2159090909090909,174.53125644124654,1.0,5.516405418949367,1.0,1.7303213505149568,1.0,1000,1.0,1.0,1.0,1.0,1.0
33,Neuron,HMDB0000187,L-Serine,Vascular,SLC12A4,-1.1759021637058888,0.14285714285714285,0.21568627450980393,196.81284949151507,1.0,6.220659219395154,1.0,1.7303213505149568,1.0,1000,1.0,1.0,1.0,1.0,1.0
26,Myeloid,HMDB0000187,L-Serine,Vascular,SLC36A1,-0.05328240547029049,0.08825121819166215,0.0392156862745098,72.02304775855349,1.0,2.2764308184435826,1.0,1.7303213505149568,1.0,1000,1.0,1.0,1.0,1.0,1.0
40,Vascular,HMDB0000187,L-Serine,Vascular,SLC36A1,-0.05352268654122837,0.058823529411764705,0.0392156862745098,51.70655883607678,1.0,1.6342880190894533,1.0,1.7164787797108372,1.0,996,1.0,1.0,1.0,1.0,1.0
21,Myeloid,HMDB0000187,L-Serine,Neoplastic,SLC36A1,-0.07130503599839215,0.08825121819166215,0.03391384051329056,358.2246781574692,1.0,11.322399185583627,1.0,1.7303213505149568,1.0,1000,1.0,1.0,1.0,1.0,1.0
35,Vascular,HMDB0000187,L-Serine,Neoplastic,SLC36A1,-0.07162659149615416,0.058823529411764705,0.03391384051329056,89.77441227737697,1.0,2.8374977896101363,1.0,1.7268607078139269,1.0,999,1.0,1.0,1.0,1.0,1.0
33,Neuron,HMDB0000187,L-Serine,Vascular,SLC36A1,-0.10627116493993977,0.14285714285714285,0.0392156862745098,47.897449301866914,1.0,1.5138935814148442,1.0,1.6749510672984782,1.0,984,1.0,1.0,1.0,1.0,1.0
27,Myeloid,HMDB0000187,L-Serine,Astrocyte,SLC36A1,-0.11577456418301155,0.08825121819166215,0.045454545454545456,118.08117029814703,1.0,3.7321888410736346,1.0,1.7303213505149568,1.0,1000,1.0,1.0,1.0,1.0,1.0
41,Vascular,HMDB0000187,L-Serine,Astrocyte,SLC36A1,-0.11629665840949634,0.058823529411764705,0.045454545454545456,76.80408296369062,1.0,2.427544888505208,1.0,1.7303213505149568,1.0,1000,1.0,1.0,1.0,1.0,1.0
22,Myeloid,HMDB0000187,L-Serine,Oligo,SLC36A1,-0.12407043928667455,0.08825121819166215,0.047058823529411764,124.93964955280917,1.0,3.948964637556292,1.0,1.7303213505149568,1.0,1000,1.0,1.0,1.0,1.0,1.0
36,Vascular,HMDB0000187,L-Serine,Oligo,SLC36A1,-0.1246299443946066,0.058823529411764705,0.047058823529411764,80.76290010694602,1.0,2.552671131144936,1.0,1.7303213505149568,1.0,1000,1.0,1.0,1.0,1.0,1.0
28,Neuron,HMDB0000187,L-Serine,Neoplastic,SLC36A1,-0.14221710102519067,0.14285714285714285,0.03391384051329056,74.64841405033572,1.0,2.359410710607425,1.0,1.7199394224118671,1.0,997,1.0,1.0,1.0,1.0,1.0
